Date,Price,Open,High,Low,Vol.,Change %
05/08/2024,174.72,171.59,176.06,170.15,79.97M,-1.74%
05/09/2024,171.97,175.01,175.62,171.37,65.95M,-1.57%
05/10/2024,168.47,173.05,173.06,167.75,72.63M,-2.04%
05/13/2024,171.89,170,175.4,169,67.02M,2.03%
05/14/2024,177.55,174.5,179.49,174.07,86.41M,3.29%
05/15/2024,173.99,179.9,180,173.11,79.66M,-2.01%
05/16/2024,174.84,174.1,175.79,171.43,59.81M,0.49%
05/17/2024,177.46,173.55,179.63,172.75,77.45M,1.50%
05/20/2024,174.95,177.56,177.75,173.52,61.73M,-1.41%
05/21/2024,186.6,175.51,186.88,174.71,115.27M,6.66%
05/22/2024,180.11,182.85,183.8,178.12,88.31M,-3.48%
05/23/2024,173.74,181.8,181.9,173.26,71.98M,-3.54%
05/24/2024,179.24,174.84,180.08,173.73,65.58M,3.17%
05/28/2024,176.75,176.4,178.25,173.16,59.74M,-1.39%
05/29/2024,176.19,174.19,178.15,173.93,54.78M,-0.32%
05/30/2024,178.79,178.57,182.67,175.38,77.79M,1.48%
05/31/2024,178.08,178.5,180.32,173.82,67.32M,-0.40%
06/03/2024,176.29,178.13,182.64,174.49,68.57M,-1.01%
06/04/2024,174.77,174.77,177.76,174,60.06M,-0.86%
06/05/2024,175,175.35,176.15,172.13,57.95M,0.13%
06/06/2024,177.94,174.6,179.73,172.73,69.89M,1.68%
06/07/2024,177.48,176.13,179.35,175.58,56.25M,-0.26%
06/10/2024,173.79,176.06,178.57,173.17,50.87M,-2.08%
06/11/2024,170.66,173.92,174.75,167.41,64.76M,-1.80%
06/12/2024,177.29,171.12,180.55,169.8,90.39M,3.88%
06/13/2024,182.47,188.39,191.08,181.23,118.98M,2.92%
06/14/2024,178.01,185.8,186,176.92,82.04M,-2.44%
06/17/2024,187.44,177.92,188.81,177,109.79M,5.30%
06/18/2024,184.86,186.56,187.2,182.37,68.98M,-1.38%
06/20/2024,181.57,184.68,185.21,179.66,55.89M,-1.78%
06/21/2024,183.01,182.3,183.95,180.69,63.03M,0.79%
06/24/2024,182.58,184.97,188.8,182.55,61.99M,-0.23%
06/25/2024,187.35,184.4,187.97,182.01,63.68M,2.61%
06/26/2024,196.37,186.54,197.76,186.36,95.74M,4.81%
06/27/2024,197.42,195.17,198.72,194.05,72.75M,0.53%
06/28/2024,197.88,199.55,203.2,195.26,95.44M,0.23%
07/01/2024,209.86,201.02,213.23,200.85,135.69M,6.05%
07/02/2024,231.26,218.89,231.3,218.06,205.05M,10.20%
07/03/2024,246.39,234.56,248.35,234.25,166.56M,6.54%
07/05/2024,251.52,249.81,252.37,242.46,154.50M,2.08%
07/08/2024,252.94,247.71,259.44,244.57,157.22M,0.56%
07/09/2024,262.33,251,265.61,250.3,160.74M,3.71%
07/10/2024,263.26,262.8,267.59,257.86,128.52M,0.35%
07/11/2024,241.03,263.3,271,239.65,221.71M,-8.44%
07/12/2024,248.23,235.8,251.84,233.09,155.96M,2.99%
07/15/2024,252.64,255.97,265.6,251.73,146.91M,1.78%
07/16/2024,256.56,255.31,258.62,245.8,126.33M,1.55%
07/17/2024,248.5,252.73,258.47,246.18,115.59M,-3.14%
07/18/2024,249.23,251.09,257.14,247.2,110.87M,0.29%
07/19/2024,239.2,247.79,249.44,236.83,87.40M,-4.02%
07/22/2024,251.51,244.21,253.21,243.75,101.23M,5.15%
07/23/2024,246.38,253.6,255.76,245.63,111.93M,-2.04%
07/24/2024,215.99,225.42,225.99,214.71,167.94M,-12.33%
07/25/2024,220.25,216.8,226,216.23,100.64M,1.97%
07/26/2024,219.8,221.19,222.28,215.33,94.60M,-0.20%
07/29/2024,232.1,224.9,234.27,224.7,129.20M,5.60%
07/30/2024,222.62,232.25,232.41,220,100.56M,-4.08%
07/31/2024,232.07,227.9,234.68,226.79,67.50M,4.24%
08/01/2024,216.86,227.69,231.87,214.33,83.86M,-6.55%
08/02/2024,207.67,214.88,216.13,205.78,82.88M,-4.24%
08/05/2024,198.88,185.22,203.88,182,100.31M,-4.23%
08/06/2024,200.64,200.75,202.9,192.67,73.78M,0.88%
08/07/2024,191.76,200.77,203.49,191.48,71.16M,-4.43%
08/08/2024,198.84,195.7,200.7,192.04,65.03M,3.69%
08/09/2024,200,197.05,200.88,195.11,58.65M,0.58%
08/12/2024,197.49,199.02,199.26,194.67,64.05M,-1.25%
08/13/2024,207.83,198.47,208.49,197.06,76.25M,5.24%
08/14/2024,201.38,207.39,208.44,198.75,70.25M,-3.10%
08/15/2024,214.14,205.02,215.88,204.82,89.85M,6.34%
08/16/2024,216.12,211.15,219.8,210.8,88.77M,0.92%
08/19/2024,222.72,217.07,222.98,214.09,76.44M,3.05%
08/20/2024,221.1,224.88,228.22,219.56,74.00M,-0.73%
08/21/2024,223.27,222.67,224.66,218.86,70.15M,0.98%
08/22/2024,210.66,223.82,224.8,210.32,79.51M,-5.65%
08/23/2024,220.32,214.46,221.48,214.21,81.53M,4.59%
08/26/2024,213.21,218.75,219.09,211.01,59.30M,-3.23%
08/27/2024,209.21,213.25,215.66,206.94,62.82M,-1.88%
08/28/2024,205.75,209.72,211.84,202.59,64.12M,-1.65%
08/29/2024,206.28,209.8,214.89,205.97,62.31M,0.26%
08/30/2024,214.11,208.63,214.57,207.03,63.37M,3.80%
09/03/2024,210.6,215.26,219.9,209.64,76.71M,-1.64%
09/04/2024,219.41,210.59,222.22,210.57,80.65M,4.18%
09/05/2024,230.17,223.49,235,222.25,119.36M,4.90%
09/06/2024,210.73,232.6,233.6,210.51,112.18M,-8.45%
09/09/2024,216.27,216.2,219.87,213.67,67.44M,2.63%
09/10/2024,226.17,220.07,226.4,218.64,78.89M,4.58%
09/11/2024,228.13,224.55,228.47,216.8,83.55M,0.87%
09/12/2024,229.81,224.66,231.45,223.83,72.02M,0.74%
09/13/2024,230.29,228,232.67,226.32,59.52M,0.21%
09/16/2024,226.78,229.3,229.96,223.53,54.32M,-1.52%
09/17/2024,227.87,229.45,234.57,226.55,66.76M,0.48%
09/18/2024,227.2,230.09,235.68,226.88,78.01M,-0.29%
09/19/2024,243.92,234,244.24,232.13,102.70M,7.36%
09/20/2024,238.25,241.52,243.99,235.92,99.88M,-2.32%
09/23/2024,250,242.61,250,241.92,86.93M,4.93%
09/24/2024,254.27,254.08,257.19,249.05,88.49M,1.71%
09/25/2024,257.02,252.54,257.05,252.28,65.03M,1.08%
09/26/2024,254.22,260.6,261.75,251.53,67.14M,-1.09%
09/27/2024,260.46,257.38,260.7,254.12,70.99M,2.45%
09/30/2024,261.63,259.04,264.86,255.77,80.87M,0.45%
10/01/2024,258.02,262.67,263.98,248.53,87.40M,-1.38%
10/02/2024,249.02,247.55,251.16,241.5,93.98M,-3.49%
10/03/2024,240.66,244.48,249.79,237.81,80.73M,-3.36%
10/04/2024,250.08,246.69,250.96,244.58,86.73M,3.91%
10/07/2024,240.83,249,249.83,240.7,68.11M,-3.70%
10/08/2024,244.5,243.56,246.21,240.56,56.30M,1.52%
10/09/2024,241.05,243.82,247.43,239.51,66.29M,-1.41%
10/10/2024,238.77,241.81,242.79,232.34,83.09M,-0.95%
10/11/2024,217.8,220.13,223.34,214.38,142.63M,-8.78%
10/14/2024,219.16,220.13,221.91,213.74,86.29M,0.62%
10/15/2024,219.57,220.01,224.26,217.12,62.99M,0.19%
10/16/2024,221.33,221.4,222.82,218.93,49.63M,0.80%
10/17/2024,220.89,221.59,222.08,217.9,50.79M,-0.20%
10/18/2024,220.7,220.71,222.28,219.23,49.61M,-0.09%
10/21/2024,218.85,218.9,220.48,215.73,47.33M,-0.84%
10/22/2024,217.97,217.31,218.22,215.26,43.27M,-0.40%
10/23/2024,213.65,217.13,218.72,212.11,80.94M,-1.98%
10/24/2024,260.48,244.68,262.12,242.65,204.49M,21.92%
10/25/2024,269.19,256.01,269.49,255.32,161.61M,3.34%
10/28/2024,262.51,270,273.54,262.24,107.65M,-2.48%
10/29/2024,259.52,264.51,264.98,255.51,80.52M,-1.14%
10/30/2024,257.55,258.04,263.35,255.82,53.99M,-0.76%
10/31/2024,249.85,257.99,259.75,249.25,66.58M,-2.99%
11/01/2024,248.98,252.04,254,246.63,57.55M,-0.35%
11/04/2024,242.84,244.56,248.9,238.88,68.80M,-2.47%
11/05/2024,251.44,247.34,255.28,246.21,69.28M,3.54%
11/06/2024,288.53,284.67,289.59,275.62,165.23M,14.75%
11/07/2024,296.91,288.89,299.75,285.52,117.31M,2.90%
11/08/2024,321.22,299.14,328.71,297.66,204.78M,8.19%
11/11/2024,350,346.3,358.64,336,210.52M,8.96%
11/12/2024,328.49,342.74,345.84,323.31,155.73M,-6.15%
11/13/2024,330.24,335.85,344.6,322.5,125.41M,0.53%
11/14/2024,311.18,327.69,329.98,310.37,120.73M,-5.77%
11/15/2024,320.72,310.57,324.68,309.22,114.44M,3.07%
11/18/2024,338.74,340.73,348.55,330.01,126.55M,5.62%
11/19/2024,346,335.76,347.38,332.75,88.85M,2.14%
11/20/2024,342.03,345,346.6,334.3,66.34M,-1.15%
11/21/2024,339.64,343.81,347.99,335.28,58.01M,-0.70%
11/22/2024,352.56,341.08,361.53,337.7,89.14M,3.80%
11/25/2024,338.59,360.14,361.93,338.2,95.89M,-3.96%
11/26/2024,338.23,341,346.96,335.66,62.30M,-0.11%
11/27/2024,332.89,341.8,342.55,326.59,57.90M,-1.58%
11/29/2024,345.16,336.08,345.45,334.65,37.17M,3.69%
12/02/2024,357.09,352.38,360,351.15,77.99M,3.46%
12/03/2024,351.42,351.8,355.69,348.2,58.27M,-1.59%
12/04/2024,357.93,353,358.1,348.6,50.81M,1.85%
12/05/2024,369.49,359.87,375.43,359.5,81.40M,3.23%
12/06/2024,389.22,377.42,389.49,370.8,81.46M,5.34%
12/09/2024,389.79,397.61,404.8,378.01,96.36M,0.15%
12/10/2024,400.99,392.68,409.73,390.85,97.56M,2.87%
12/11/2024,424.77,409.7,424.88,402.38,104.29M,5.93%
12/12/2024,418.1,424.84,429.3,415,87.75M,-1.57%
12/13/2024,436.23,420,436.3,415.71,89.00M,4.34%
12/16/2024,463.02,441.09,463.19,436.15,114.08M,6.14%
12/17/2024,479.86,475.9,483.99,457.51,131.22M,3.64%
12/18/2024,440.13,466.49,488.54,427.01,149.34M,-8.28%
12/19/2024,436.17,451.88,456.36,420.02,118.57M,-0.90%
12/20/2024,421.06,425.51,447.08,417.64,132.22M,-3.46%
12/23/2024,430.6,431,434.51,415.41,72.70M,2.27%
12/24/2024,462.28,435.9,462.78,435.14,59.55M,7.36%
12/26/2024,454.13,465.16,465.33,451.02,76.65M,-1.76%
12/27/2024,431.66,449.52,450,426.5,82.67M,-4.95%
12/30/2024,417.41,419.4,427,415.75,64.94M,-3.30%
12/31/2024,403.84,423.79,427.93,402.54,76.83M,-3.25%
